listing_id,town
6896245,manhattan
6905285,manhattan
6850941,manhattan
6920066,manhattan
6844389,manhattan
6872547,manhattan
6944579,manhattan
6886320,college
6816135,manhattan
6877058,manhattan
6932717,college
6930010,manhattan
6945906,manhattan
6867021,manhattan
7117383,manhattan
7125382,manhattan
6858324,manhattan
6944522,college
6906986,manhattan
6880605,boston
6837863,manhattan
6828480,manhattan
7176322,manhattan
6890427,manhattan
6816016,manhattan
6843423,manhattan
6823995,manhattan
7227119,manhattan
6868413,manhattan
6857897,college
6858987,manhattan
7218138,manhattan
6918348,manhattan
6887457,manhattan
6891513,college
6856993,manhattan
6900066,manhattan
6947543,manhattan
6856302,manhattan
6840637,college
6945212,manhattan
6883956,manhattan
6838505,manhattan
6901906,manhattan
7089924,college
6857395,manhattan
6838351,manhattan
6893485,college
6814826,manhattan
6854214,boston
6875139,manhattan
6918923,manhattan
6926154,manhattan
7694111,manhattan
6815809,college
6874389,boston
6902031,manhattan
6877261,manhattan
6916663,manhattan
6873418,manhattan
6856032,manhattan
7093570,college
6911454,college
6947509,manhattan
6931482,boston
6901450,manhattan
6902906,manhattan
6901441,manhattan
6849317,college
6945854,manhattan
6860486,college
6815883,college
7191282,manhattan
6816836,manhattan
6912871,manhattan
6854641,manhattan
6839306,manhattan
6870251,manhattan
6927207,manhattan
6906763,college
6887091,college
6859508,manhattan
6904109,manhattan
6932974,manhattan
7098624,boston
6870161,college
6855528,college
6859949,queens
6940012,boston
7234321,college
6870811,boston
6919835,college
6929351,manhattan
7197902,manhattan
6934094,manhattan
6896973,college
6846838,college
6843451,manhattan
6946874,manhattan
6842848,manhattan
7174202,manhattan
6850224,college
6932719,manhattan
6844954,manhattan
6902510,manhattan
6929247,boston
6944223,manhattan
7227943,manhattan
6944316,manhattan
6921955,manhattan
6840373,manhattan
6845822,manhattan
6813785,manhattan
6812680,manhattan
6844190,college
6920884,manhattan
6877118,manhattan
6818309,manhattan
7204146,manhattan
6904636,college
6823537,manhattan
6843938,manhattan
6876327,boston
6859340,queens
6872500,manhattan
6851409,manhattan
6819799,college
6924829,boston
7089192,manhattan
6901351,queens
6838705,manhattan
6838697,college
6883939,queens
6862596,manhattan
6878744,manhattan
6943426,manhattan
6836267,manhattan
6866879,manhattan
6886434,manhattan
6813392,manhattan
6826566,manhattan
6916719,manhattan
6919495,manhattan
6856280,manhattan
6910786,college
6928232,college
6876890,manhattan
6856053,manhattan
6903534,manhattan
6929284,college
6828986,manhattan
6876546,manhattan
6880813,college
7102470,manhattan
6831938,queens
6842128,manhattan
6880047,boston
6834715,jersey
6853329,boston
6932260,manhattan
6831323,college
6823976,manhattan
6938580,manhattan
6882319,college
6821094,manhattan
6912254,manhattan
6818724,manhattan
6862271,manhattan
6821047,college
6845177,manhattan
6821855,manhattan
6863135,boston
6846765,manhattan
6909267,college
6877215,queens
7130256,manhattan
6910038,manhattan
6877259,manhattan
6888368,manhattan
6921905,manhattan
6853159,college
6892963,manhattan
6854145,bronx
6880274,college
6832723,manhattan
6932401,manhattan
6867203,college
6822874,manhattan
6830959,manhattan
6852255,manhattan
6939919,college
6839475,manhattan
6916889,college
7188441,college
6873818,manhattan
6845240,manhattan
6928034,manhattan
6855562,college
7231672,manhattan
6924331,manhattan
6816928,manhattan
6894742,manhattan
6879073,manhattan
6874902,manhattan
6833383,manhattan
6824135,manhattan
6886873,manhattan
6901560,manhattan
6921932,manhattan
6890302,college
6926519,college
6917734,college
7104424,college
6893081,manhattan
6875929,bronx
6813689,manhattan
6943385,manhattan
6823074,boston
6941655,manhattan
6849455,college
7133204,manhattan
6919993,manhattan
6827900,boston
6844116,queens
6922383,manhattan
6858940,manhattan
6860333,manhattan
6886629,college
6903402,manhattan
6877705,manhattan
6882333,manhattan
6893952,manhattan
6928241,boston
6818421,manhattan
6906904,manhattan
6827174,manhattan
6937385,manhattan
7123083,college
7121340,manhattan
6839691,manhattan
6919692,college
6911769,manhattan
6942028,manhattan
6905306,manhattan
6878229,manhattan
6936938,boston
6841946,manhattan
6925878,manhattan
6849366,college
6903660,manhattan
6925981,manhattan
6836113,manhattan
6881197,manhattan
6922602,manhattan
6896955,college
7224067,manhattan
6838496,manhattan
6836143,manhattan
6888671,manhattan
6863091,manhattan
6821392,manhattan
7099201,boston
6876987,manhattan
6899834,queens
6924436,college
7158135,manhattan
6899640,manhattan
6940209,manhattan
6869877,college
7190679,manhattan
6848822,manhattan
6827180,manhattan
6851747,manhattan
6836913,queens
6894610,manhattan
6910591,queens
6906271,manhattan
7144614,boston
6946779,manhattan
6928779,boston
6825648,manhattan
6882449,manhattan
6933629,manhattan
6911706,boston
6841790,manhattan
6825219,manhattan
6948025,manhattan
7149751,college
6877697,bronx
6833327,college
6817709,manhattan
6846929,manhattan
7167104,manhattan
6878563,manhattan
6852599,queens
6930401,manhattan
6858090,manhattan
6900988,manhattan
6885151,manhattan
6842335,manhattan
6889592,manhattan
6947685,manhattan
6858320,manhattan
7228548,manhattan
6860370,manhattan
6934334,college
6838845,manhattan
6862236,college
6839682,queens
6839212,manhattan
6864085,manhattan
6938842,manhattan
6855142,manhattan
6890470,manhattan
6928733,college
6899601,manhattan
6875986,manhattan
6822025,manhattan
6820184,manhattan
6833633,manhattan
7200547,manhattan
6914845,college
6855027,manhattan
6946145,manhattan
6874855,manhattan
6892798,manhattan
6912315,college
6912488,manhattan
6838812,college
7146516,manhattan
6878071,manhattan
6832006,college
6864284,manhattan
7209371,manhattan
6835757,manhattan
6841928,queens
6853390,boston
6915446,manhattan
6894963,manhattan
6929879,manhattan
6852611,manhattan
6829440,manhattan
6895461,manhattan
7104691,manhattan
6832479,queens
6910428,manhattan
6834559,manhattan
6895389,manhattan
6882867,boston
6915016,college
6940518,manhattan
6878156,manhattan
6902378,manhattan
6885406,college
6836993,manhattan
6911945,manhattan
6926626,manhattan
6840658,manhattan
7202394,manhattan
6814227,college
6850800,manhattan
6827331,manhattan
6912151,college
6833041,manhattan
6877623,manhattan
6874679,boston
6882859,queens
7180588,manhattan
6826111,manhattan
6850016,manhattan
6874045,college
6845395,manhattan
6812025,manhattan
6926832,manhattan
6857283,manhattan
6894754,boston
7093251,manhattan
6833258,manhattan
6895788,manhattan
6836839,manhattan
6829767,college
7200567,manhattan
6885278,manhattan
6842053,queens
6874484,manhattan
6883129,manhattan
7103586,college
6925098,college
6888164,queens
6878183,manhattan
6872863,manhattan
7142872,college
6880175,manhattan
6842965,manhattan
6915504,boston
6881312,boston
6869583,queens
6869623,boston
6843904,manhattan
6818277,manhattan
6900877,manhattan
6823701,manhattan
6835473,manhattan
6945987,manhattan
6943240,college
7181896,manhattan
6864684,manhattan
6941158,manhattan
6831064,manhattan
6914633,boston
6847489,college
6882503,manhattan
6877839,manhattan
6867965,college
6915888,college
6929162,college
6860594,manhattan
6863354,manhattan
6831455,manhattan
6868593,college
6902840,manhattan
6946123,manhattan
6878647,manhattan
6815914,manhattan
6861622,manhattan
7098805,manhattan
6878080,boston
6929212,boston
6921093,manhattan
6871275,manhattan
6864492,manhattan
6915311,manhattan
7157310,manhattan
6918023,manhattan
6886951,manhattan
6922547,manhattan
6861446,manhattan
7126458,bronx
6943218,manhattan
6901110,manhattan
6938523,manhattan
6827747,manhattan
6932711,manhattan
7112770,manhattan
6924482,manhattan
6878283,manhattan
6946184,college
7098426,manhattan
6855247,manhattan
6882751,manhattan
6942149,manhattan
7145586,manhattan
6943529,manhattan
6841532,manhattan
6927202,manhattan
6860034,manhattan
6827557,manhattan
6898908,manhattan
6896536,manhattan
6847551,manhattan
6851432,manhattan
6888657,manhattan
6893409,college
6824467,college
6848489,college
6878723,manhattan
6908998,manhattan
7185383,college
6825027,manhattan
6837284,manhattan
6858583,college
6923717,boston
6851760,manhattan
6937283,boston
6867312,manhattan
6902953,college
6889638,college
6889563,manhattan
6894023,manhattan
6821849,college
6852851,manhattan
6835520,manhattan
6859828,manhattan
6836806,manhattan
6892959,manhattan
6869514,college
6942943,manhattan
6909960,queens
6934976,manhattan
6912267,manhattan
6815409,college
6819931,college
7176287,manhattan
6839378,manhattan
6813399,manhattan
6885769,manhattan
6856527,manhattan
6868647,manhattan
6863522,manhattan
6848198,college
6900825,manhattan
7221393,manhattan
6878332,manhattan
6819314,manhattan
7116305,manhattan
6844955,college
6858151,manhattan
6923236,manhattan
7190288,manhattan
6862371,manhattan
7405748,manhattan
6945337,manhattan
6879654,manhattan
6885235,manhattan
6918197,college
6890542,manhattan
7150197,college
6893494,manhattan
6844463,manhattan
6914375,boston
6871319,manhattan
6832876,college
6902689,manhattan
6924573,manhattan
6824771,manhattan
6840415,manhattan
6943190,manhattan
6938415,manhattan
6940303,manhattan
6875431,manhattan
6874042,manhattan
6833266,college
6905082,manhattan
6936907,manhattan
6869496,manhattan
6828973,manhattan
6862939,manhattan
6920858,boston
6905808,college
6851927,boston
6864338,college
6929456,manhattan
6909864,college
6842201,manhattan
6922627,manhattan
6831843,boston
6876356,manhattan
7107018,manhattan
6878159,manhattan
6829527,manhattan
6891367,manhattan
6925842,college
6925815,manhattan
6852476,queens
6909233,manhattan
6905738,manhattan
6896344,manhattan
6922667,manhattan
6898575,college
6874570,college
6819021,manhattan
6879822,manhattan
6887072,manhattan
6885733,manhattan
6914582,manhattan
6927691,manhattan
6909159,college
6879399,manhattan
6933631,manhattan
6904364,manhattan
6881158,manhattan
6936995,manhattan
6885214,manhattan
6866013,college
6933167,manhattan
6929002,manhattan
6938286,manhattan
6832711,manhattan
6944768,manhattan
6820013,college
6894935,manhattan
6823966,manhattan
6825884,manhattan
7112964,college
6924800,manhattan
6896326,manhattan
6865647,college
6932705,manhattan
6915159,queens
7138726,manhattan
6845137,manhattan
6882272,college
6879233,manhattan
6926617,manhattan
6870243,manhattan
6892671,manhattan
6881115,manhattan
6884388,manhattan
6908382,manhattan
6832939,boston
6904207,college
6901973,manhattan
6900989,manhattan
6837482,manhattan
6827520,boston
6941155,college
7138480,college
6915364,manhattan
6822401,boston
6818139,boston
6873172,manhattan
7140432,manhattan
6936382,manhattan
6920497,manhattan
6889345,manhattan
6883586,college
6875007,manhattan
6834342,manhattan
6946840,manhattan
7184978,manhattan
6837947,college
7239423,manhattan
6819164,manhattan
6850139,manhattan
6825948,college
6875376,manhattan
6837033,manhattan
6931488,boston
6930119,manhattan
6902625,manhattan
6927046,manhattan
6856689,bronx
6881856,manhattan
6899851,manhattan
6819779,manhattan
6867765,boston
7154978,manhattan
6908438,manhattan
6823557,manhattan
6887730,college
6886744,manhattan
6930543,manhattan
6905248,boston
7150657,college
6888594,manhattan
6947886,manhattan
6907841,college
6900856,manhattan
7179700,college
6928890,manhattan
6896517,manhattan
6896272,manhattan
6826112,manhattan
6822486,manhattan
7162124,manhattan
6946759,bronx
6931774,manhattan
6858650,college
7125494,college
6844508,manhattan
6903256,boston
6944370,boston
6926897,manhattan
7158544,college
6815061,queens
7107834,manhattan
6947813,manhattan
6903341,manhattan
6832066,college
6864459,manhattan
6917407,manhattan
7196283,manhattan
7115934,college
6888366,manhattan
6930312,manhattan
6891619,manhattan
6881119,manhattan
6856296,college
6864767,manhattan
6884730,manhattan
6891038,bronx
6833891,manhattan
6858874,manhattan
6828970,college
6927739,manhattan
6887885,college
7131758,manhattan
6873357,college
6827631,manhattan
6848387,manhattan
6941333,boston
6935316,manhattan
6895230,manhattan
7092148,college
6915605,queens
6913074,boston
6933084,college
7121807,manhattan
6895459,boston
6919125,manhattan
6934670,manhattan
6923023,manhattan
6922946,manhattan
7193546,manhattan
6874670,manhattan
6843255,bronx
6875892,college
6817560,college
6899022,college
6829751,manhattan
6864490,manhattan
6838176,manhattan
6908839,boston
6882040,manhattan
6908304,manhattan
6845412,manhattan
6863282,boston
6939863,college
6920800,boston
6911272,manhattan
6824704,manhattan
7149397,college
6940548,manhattan
6932803,boston
6899174,manhattan
6847099,manhattan
6879415,manhattan
6826039,manhattan
7132243,queens
6923484,manhattan
6891119,manhattan
6836756,manhattan
6822698,boston
6941664,college
6899966,manhattan
7157305,boston
6869255,manhattan
6857184,manhattan
6827549,manhattan
6919276,manhattan
6927525,manhattan
6876196,college
6946190,manhattan
6929938,manhattan
6874170,manhattan
6919243,manhattan
6875684,manhattan
7200637,queens
6886633,manhattan
6888461,manhattan
6888643,manhattan
6886477,manhattan
6842404,manhattan
6899069,college
6891361,college
6883008,manhattan
6922430,manhattan
6914126,manhattan
6824468,manhattan
6825672,manhattan
6881045,manhattan
6871447,college
6936005,manhattan
6851184,college
7136036,manhattan
6913143,manhattan
6896183,manhattan
6948342,college
6893957,college
6965361,college
6921189,boston
6822922,manhattan
6849242,manhattan
6821798,college
6816108,boston
6849000,college
6820054,college
6829566,manhattan
6812048,manhattan
6927446,manhattan
6896284,manhattan
6854967,manhattan
6910062,college
6855155,manhattan
6873222,manhattan
6905061,boston
6832207,college
6886900,manhattan
6862280,manhattan
6935797,manhattan
6860261,boston
6824811,manhattan
6928889,manhattan
6843971,manhattan
7219953,boston
6839715,manhattan
6828428,manhattan
6877677,manhattan
6853777,manhattan
7181313,boston
6822300,manhattan
6915166,queens
6947567,manhattan
7093179,manhattan
6862827,manhattan
7229219,manhattan
6900635,college
6815985,manhattan
6912860,manhattan
6877529,manhattan
6861732,manhattan
6938873,queens
6860660,manhattan
6913277,manhattan
7088333,college
6854527,manhattan
6816182,manhattan
6886217,manhattan
6890765,bronx
7208487,manhattan
6837504,manhattan
6933273,manhattan
7220758,manhattan
6827226,manhattan
6815682,manhattan
6868240,boston
6935398,boston
6884082,college
6836152,college
6841798,manhattan
6910390,manhattan
6871134,manhattan
6870925,manhattan
6894720,manhattan
6940980,college
7122998,college
7087949,manhattan
6838322,manhattan
6897777,bronx
6877731,manhattan
6853407,manhattan
6836199,manhattan
6947610,manhattan
6837916,manhattan
6854880,manhattan
6907763,manhattan
6910532,manhattan
6842690,manhattan
6866151,college
6887393,manhattan
6919374,manhattan
7138099,manhattan
6875920,manhattan
7688092,queens
6861444,college
6833840,manhattan
6813977,manhattan
6914385,manhattan
7141274,manhattan
6818879,manhattan
6924341,manhattan
6817273,manhattan
6842931,college
6838166,manhattan
6934063,manhattan
7093376,manhattan
6850746,queens
6892082,college
6851158,manhattan
6905345,manhattan
6939437,manhattan
6923953,manhattan
7105600,college
6946568,college
6846433,manhattan
6935671,manhattan
6824307,college
6829571,manhattan
6820119,manhattan
6842499,college
6821590,queens
6843305,manhattan
6834522,manhattan
6912073,boston
6914749,manhattan
6929161,college
6818731,manhattan
6929715,manhattan
6812659,manhattan
6847790,manhattan
6824385,queens
7115849,boston
6840873,college
6834705,manhattan
6872749,manhattan
6875755,manhattan
6945522,manhattan
6845186,manhattan
6940985,manhattan
6916633,manhattan
6849193,college
7151533,boston
6910523,college
6829915,manhattan
6883985,boston
7714331,manhattan
6945062,manhattan
7201333,manhattan
6921470,boston
6853251,manhattan
6890556,manhattan
6820400,manhattan
6925237,manhattan
6933899,manhattan
6915936,manhattan
6836100,manhattan
6864672,bronx
7128398,manhattan
6816502,manhattan
6906931,queens
6903219,boston
6838718,manhattan
6821903,manhattan
6902251,manhattan
6891434,manhattan
6920253,manhattan
6846904,college
7091171,boston
6863239,manhattan
6943582,manhattan
6943809,manhattan
6825199,college
6855001,manhattan
6842910,manhattan
6943397,manhattan
6890946,manhattan
7234175,manhattan
6815987,manhattan
7159740,manhattan
6936425,boston
6831264,manhattan
6881062,manhattan
6948218,manhattan
6830045,boston
6846610,manhattan
7116122,manhattan
6813402,manhattan
6845371,manhattan
6855154,college
6873925,manhattan
6936229,college
6925318,manhattan
6886459,manhattan
6842364,manhattan
6846076,college
6835481,manhattan
6940093,boston
6845198,college
6835052,manhattan
7233985,manhattan
6936429,manhattan
6927687,manhattan
6836934,manhattan
6918457,college
6892435,college
6910313,college
6888105,manhattan
6898975,manhattan
6821337,college
7143211,college
7199079,manhattan
6924778,manhattan
6864943,manhattan
6923979,manhattan
6884160,manhattan
6828378,boston
6863204,college
6933850,boston
7153238,boston
6864732,manhattan
6842913,manhattan
6845022,boston
6888744,college
6840674,manhattan
7214110,manhattan
6854456,college
6889707,manhattan
6875189,manhattan
6858600,manhattan
6841745,queens
6924909,college
6858946,manhattan
7120645,manhattan
6814074,college
6892769,manhattan
7108668,manhattan
6920373,manhattan
6885625,manhattan
6822479,college
6872581,bronx
6905568,queens
6942078,manhattan
6865810,manhattan
6868618,manhattan
7197302,college
6860898,manhattan
6936320,manhattan
6865951,manhattan
6854755,college
6933324,manhattan
6829418,manhattan
7187337,manhattan
6918120,manhattan
6840838,college
7003704,manhattan
6893505,manhattan
7096958,college
6894626,manhattan
6893364,manhattan
6943659,manhattan
6819156,manhattan
6932604,manhattan
7096688,manhattan
6931630,manhattan
6879091,manhattan
6910701,college
7118029,manhattan
6932569,manhattan
6887778,queens
6854661,manhattan
6850309,manhattan
7104272,manhattan
6815976,college
6927452,college
6872145,manhattan
6893168,manhattan
6916173,manhattan
7137447,college
6839011,manhattan
6907195,manhattan
6918456,manhattan
6868768,boston
6876375,manhattan
7466293,manhattan
6940112,manhattan
6886406,manhattan
7111429,manhattan
6854942,college
6876416,manhattan
6897937,manhattan
6828614,manhattan
6830498,manhattan
6881926,manhattan
6922127,manhattan
6903785,manhattan
6938238,manhattan
6828439,manhattan
6916447,manhattan
7161927,manhattan
6917047,college
6827728,manhattan
6894372,manhattan
6816061,manhattan
6827658,bronx
6838453,manhattan
7154746,manhattan
6816014,manhattan
6822293,queens
6926285,queens
6858698,manhattan
6864840,manhattan
7141257,college
6812061,manhattan
7466338,manhattan
6899289,manhattan
6910502,manhattan
6900767,boston
6812437,manhattan
6851968,manhattan
6934826,manhattan
6911692,manhattan
6878465,college
6823937,manhattan
6830022,manhattan
6830456,college
6813364,manhattan
6901408,college
6851867,manhattan
7203258,queens
6829297,manhattan
6911514,college
6912595,manhattan
6902394,manhattan
6849396,manhattan
6887602,college
6888307,manhattan
6852620,manhattan
6898455,manhattan
6860995,manhattan
6879925,manhattan
6946619,manhattan
6910343,manhattan
6855221,manhattan
7212066,manhattan
6888943,manhattan
6861555,college
6839712,college
6876962,manhattan
6820842,college
6935634,college
6925651,manhattan
6937289,queens
6929975,manhattan
6943935,college
6932482,manhattan
6897880,manhattan
6876483,manhattan
6814585,manhattan
7206522,manhattan
6925704,manhattan
6852413,manhattan
6947660,manhattan
6840209,manhattan
6825924,manhattan
6818685,manhattan
6863668,manhattan
6874321,manhattan
6891283,college
6886930,manhattan
6919728,college
7300869,manhattan
6828465,bronx
6866952,manhattan
6862377,manhattan
6923090,manhattan
7129078,manhattan
6866377,college
6860598,queens
6929321,college
6863005,college
6816024,manhattan
6843723,manhattan
6825437,manhattan
6872616,boston
6919913,college
6873139,manhattan
6895706,manhattan
6876262,manhattan
6841503,manhattan
6910398,manhattan
6837877,manhattan
6946737,manhattan
6840670,manhattan
7224977,college
6945109,college
6826121,manhattan
6908640,boston
6918635,manhattan
6882026,manhattan
6873120,college
6915695,manhattan
6916145,queens
6915326,college
6825235,manhattan
6811957,manhattan
6864918,college
7123171,manhattan
6866840,manhattan
6934594,manhattan
6939535,college
6924931,college
6887154,boston
6879187,manhattan
7227741,manhattan
6863700,college
6900558,boston
6912370,college
6818382,manhattan
6902650,manhattan
6862626,manhattan
6848958,manhattan
6946967,manhattan
7153359,manhattan
6932143,manhattan
6912802,manhattan
6842972,college
6868999,manhattan
7136340,manhattan
6928281,manhattan
6871277,college
6897468,college
6880915,manhattan
6935186,boston
6837101,college
6932714,college
7164077,manhattan
7126398,queens
6845312,manhattan
6827447,college
6860017,manhattan
6930034,manhattan
6876122,manhattan
6898350,queens
6894690,manhattan
7117129,manhattan
6862575,college
6861468,manhattan
6838910,manhattan
6913096,manhattan
6866393,queens
6827289,manhattan
7123154,boston
6938098,manhattan
6871034,manhattan
6910426,manhattan
6912338,manhattan
6842412,manhattan
7187899,manhattan
6870480,manhattan
6833580,college
6862480,manhattan
7171107,boston
6888428,manhattan
6851398,bronx
6926253,manhattan
6887383,manhattan
6866516,queens
6937807,college
6860728,manhattan
6939620,manhattan
7093326,manhattan
6884136,boston
6878030,queens
6919561,college
6891041,manhattan
6948163,manhattan
7122829,manhattan
6940081,manhattan
6897740,manhattan
7189663,college
6937508,college
6829894,manhattan
7166081,manhattan
6874023,college
6894507,manhattan
6921472,manhattan
6840427,college
7208593,manhattan
6925198,manhattan
6925029,manhattan
6943588,manhattan
6853613,manhattan
6853363,boston
6848688,college
6907078,bronx
6866859,manhattan
6908217,manhattan
6843229,college
6812491,manhattan
7201589,college
6817103,manhattan
6835110,manhattan
6858119,college
6899274,manhattan
6918695,college
6844483,manhattan
6813207,queens
6901389,manhattan
6888320,manhattan
6895123,manhattan
6935716,queens
7173729,college
6919899,manhattan
6869058,boston
6821380,manhattan
6853055,boston
6843678,college
6873501,manhattan
6875609,manhattan
7681171,manhattan
7167441,boston
6921181,boston
6842236,manhattan
6883666,manhattan
6868769,manhattan
6871116,manhattan
6881399,boston
6901137,manhattan
6846921,manhattan
6929126,manhattan
6873204,manhattan
6910644,manhattan
6876079,manhattan
6816666,manhattan
6911265,manhattan
6845122,manhattan
7199516,college
6904462,college
6935975,manhattan
6849316,queens
6945344,college
6828334,manhattan
6816065,manhattan
7228691,queens
6860463,manhattan
6843856,manhattan
6912758,manhattan
6830180,manhattan
7105271,boston
6844182,college
6831477,manhattan
6886131,college
6853475,manhattan
6855673,boston
6934749,manhattan
6918659,college
6887480,college
6899119,manhattan
6888161,manhattan
6902144,boston
6903751,college
6886622,college
6947585,manhattan
6876870,manhattan
6942008,college
6826996,manhattan
6820196,boston
6819345,college
6831046,manhattan
7142501,manhattan
6836482,manhattan
6877869,manhattan
6854474,manhattan
6917996,manhattan
6838737,college
6894955,manhattan
6886706,manhattan
6892561,college
6936985,manhattan
6937839,manhattan
6931359,college
6834746,manhattan
6821284,manhattan
6906810,college
6921554,manhattan
7143299,manhattan
6812989,manhattan
6814731,boston
6904093,manhattan
6926949,manhattan
6824494,manhattan
6926860,manhattan
6820363,queens
6851780,manhattan
6826963,manhattan
6933637,manhattan
7092318,manhattan
6941569,college
6907964,boston
6922862,manhattan
6929234,boston
6880055,queens
7135921,manhattan
6832253,boston
6850315,manhattan
6885110,boston
6902720,boston
6851423,college
6924382,manhattan
6821080,manhattan
6864379,manhattan
6815926,manhattan
6940477,manhattan
6865265,queens
6940086,manhattan
6946426,college
6948174,manhattan
6817500,manhattan
6925302,manhattan
7172592,manhattan
6925348,manhattan
6829509,college
6869677,manhattan
6921865,manhattan
6877491,manhattan
6880542,manhattan
6915146,college
6844175,manhattan
6825500,manhattan
6944103,manhattan
6840263,manhattan
6874357,college
6844708,manhattan
6907180,manhattan
6852120,manhattan
7146957,boston
6849827,manhattan
6858479,manhattan
6933961,manhattan
6934066,manhattan
6940192,manhattan
6878286,manhattan
6842279,manhattan
6911131,college
6928984,manhattan
6886249,college
6919746,manhattan
6942919,college
6904619,manhattan
7272834,college
6815678,manhattan
6939366,college
6871440,college
6914734,manhattan
6815867,college
6891770,college
6887291,manhattan
6916937,manhattan
6858581,manhattan
6930548,manhattan
6944778,manhattan
6904576,manhattan
7153883,manhattan
6923004,manhattan
6896918,queens
6859712,queens
7194518,manhattan
6897906,college
6920806,manhattan
6948111,college
6858029,manhattan
6913107,manhattan
6932709,manhattan
6924202,manhattan
6878210,manhattan
6855179,manhattan
6892451,manhattan
6859255,college
6856224,boston
6929680,college
6923611,manhattan
6824827,manhattan
6919565,manhattan
6870735,manhattan
6898328,college
7130167,manhattan
6857594,manhattan
6834053,manhattan
6839962,manhattan
6944697,college
6828734,manhattan
6840543,manhattan
7093555,manhattan
6838571,manhattan
6941336,manhattan
6871128,college
6879439,manhattan
6863309,manhattan
6943908,college
6899159,manhattan
6817075,manhattan
7200676,manhattan
6861346,queens
6858530,college
6861022,college
7188002,manhattan
6856588,college
6943681,manhattan
6939996,queens
6879344,manhattan
7149147,manhattan
6925192,boston
6932219,manhattan
6831949,manhattan
6942748,manhattan
7142977,manhattan
6927008,manhattan
6932433,manhattan
6820125,boston
6856039,manhattan
6834172,manhattan
6940249,manhattan
6821993,manhattan
6913886,manhattan
6933304,manhattan
7142045,manhattan
6816320,manhattan
6938987,manhattan
6866169,manhattan
6897132,manhattan
7093724,manhattan
6920832,manhattan
6901963,college
6919623,manhattan
7117860,manhattan
6898633,manhattan
6947194,boston
6856013,manhattan
6839490,boston
7175722,college
6854495,queens
6947861,manhattan
6875207,manhattan
6948171,manhattan
7724437,manhattan
6916835,college
6821256,college
6943051,manhattan
6933234,manhattan
7219440,manhattan
6873586,manhattan
7164891,manhattan
6933369,manhattan
6929510,manhattan
7184092,manhattan
6917326,boston
6941632,manhattan
6883134,manhattan
6910083,college
7214368,manhattan
6841954,queens
6895233,queens
6870297,manhattan
6892165,manhattan
6816536,manhattan
6848786,manhattan
6876812,queens
6944861,manhattan
6830167,queens
6854223,manhattan
6827342,manhattan
6828560,manhattan
6912333,manhattan
6859382,manhattan
6899911,manhattan
6895008,boston
6875068,queens
6849404,college
6939920,manhattan
6877020,queens
6844390,manhattan
6913864,manhattan
6856643,manhattan
6896977,college
6872742,manhattan
6918937,manhattan
6901752,college
6886583,college
6941286,boston
6862214,manhattan
6819201,manhattan
6918368,manhattan
6851378,manhattan
6867470,manhattan
6822949,manhattan
6876331,manhattan
6834494,manhattan
6836030,college
7174266,boston
6899655,manhattan
6880994,college
6824005,college
6893575,manhattan
6910606,manhattan
6895586,manhattan
6930282,manhattan
6905787,manhattan
6879136,manhattan
6869449,college
6916265,boston
6908313,manhattan
6889036,manhattan
6822015,manhattan
6948240,manhattan
7162430,manhattan
6931970,manhattan
6902043,manhattan
6828676,manhattan
7190667,boston
6931683,manhattan
6939393,college
6859165,manhattan
6938613,queens
6942806,manhattan
6917082,boston
6861013,manhattan
6839810,manhattan
6844601,manhattan
6909836,manhattan
7170338,college
6882660,manhattan
6904923,manhattan
6928691,college
6896879,queens
6937624,manhattan
7116095,manhattan
6815938,manhattan
6945250,manhattan
6890770,boston
7181672,manhattan
6817605,manhattan
6919723,manhattan
6821972,college
6861485,college
7185031,college
6838634,manhattan
7186595,manhattan
6890191,manhattan
6894904,manhattan
6924072,manhattan
6934555,manhattan
6920844,manhattan
6912450,college
6945000,boston
6896072,college
6864076,manhattan
7220599,manhattan
6906769,college
6876645,bronx
6920217,manhattan
6869487,manhattan
6937863,college
6917764,boston
7135648,manhattan
6858384,manhattan
6927835,manhattan
6942112,queens
6858653,manhattan
6898960,college
7147958,boston
6823909,manhattan
6921942,manhattan
6939862,college
6872871,queens
6866930,manhattan
6916038,bronx
6876574,manhattan
6915145,college
6858366,manhattan
6833291,college
6920645,queens
6877686,manhattan
6885580,manhattan
6912654,manhattan
7118741,manhattan
6924033,manhattan
6916224,manhattan
6905046,manhattan
6942969,college
6939103,boston
6862652,college
6848282,manhattan
6818686,manhattan
6813079,manhattan
6884316,manhattan
6946364,manhattan
6923685,boston
6865484,manhattan
6919287,manhattan
6901067,manhattan
6893979,college
6867467,college
6914553,manhattan
6823518,college
6842157,manhattan
6880970,manhattan
6935880,college
6854857,manhattan
6871868,college
6835495,manhattan
7206858,college
7194091,manhattan
6914337,college
6887106,manhattan
6825071,manhattan
7112491,manhattan
6883709,college
6938182,manhattan
6825224,manhattan
6921145,queens
6921115,boston
6921724,college
6877446,manhattan
7118818,manhattan
6909510,manhattan
6876135,college
6836215,manhattan
6881405,manhattan
6870411,manhattan
6937737,manhattan
6904418,manhattan
6838666,manhattan
6856017,boston
6865179,manhattan
6948048,manhattan
6941746,manhattan
6832054,manhattan
6840344,manhattan
6896000,manhattan
6868788,manhattan
6878556,manhattan
6946007,manhattan
6859711,manhattan
6857203,college
6846528,college
6896322,manhattan
6851952,manhattan
