listing_id,neighborhood
6821560,West Village
6882465,Upper West Side
6832285,Upper West Side
6901174,Midtown East
6819914,Hunter College 
6929099,Tribeca
6931458,East Village
6849888,Murray Hill
6844898,West Harlem
6878760,Upper East Side
6897086,West Harlem
6862660,Battery Park City
7198175,Upper East Side
6887622,Juilliard School 
6878554,Kips Bay
6860401,Williamsburg
6823049,Cobble Hill
6893055,John Jay College of Criminal Justice 
6900179,Upper West Side
6939157,John Jay College of Criminal Justice 
6816765,Hell's Kitchen
6850654,Park Slope
6920304,Greenwich Village
6869821,Tribeca
6815699,Greenpoint
7088121,Stuyvesant Town - Peter Cooper Village
6921147,Upper East Side
6937749,Murray Hill
6943778,Central Park
6921356,Koreatown
6826173,Upper East Side
6934037,Tribeca
6904128,Upper East Side
6828619,Garment District
6843142,West Harlem
6933501,Kips Bay
6835261,Financial District
6870883,Garment District
6934451,East Village
6836917,Upper East Side
7218845,Greenwich Village
6837508,Upper West Side
6815632,Williamsburg
6840760,Financial District
7206189,East Harlem
6889921,Weill Cornell Medical College
6889579,West Village
7143823,Upper East Side
6879150,Hell's Kitchen
6833709,Pace University 
7164454,Upper West Side
6907409,Columbia University
6873022,Pace University 
6864800,Pace University 
6939746,Columbia University
6848572,Upper East Side
6814470,Flatiron District
6815858,Battery Park City
6947028,The New School 
6815306,Theater District
7154393,Weill Cornell Medical College
6913130,Upper East Side
6878029,Flatiron District
6873880,Midtown East
6866753,East Village
7146576,Prospect Heights
6814431,Midtown East
6917871,NoHo
6895866,Park Slope
6881728,West Village
6829655,Garment District
6911452,Cooper Union 
6836273,Juilliard School 
6926899,NoHo
7154064,New York University (NYU) 
6889033,East Harlem
6879054,Murray Hill
6832210,Upper West Side
6896354,Hell's Kitchen
6930691,Weill Cornell Medical College
6947667,Hell's Kitchen
6842964,East Village
6843953,Morris Heights
6813860,Garment District
6840255,Weill Cornell Medical College
6859214,Rego Park
6942359,Inwood
6901561,Financial District
6899806,West Harlem
6890369,Columbia University
7219345,Brighton Beach
6880587,Upper East Side
6860348,Upper East Side
6897001,The New School 
6917626,Upper East Side
6845619,Pace University 
6855245,Park Slope
6875424,Upper East Side
6913820,Flatbush
7209127,Sunnyside
6927081,Upper East Side
6814888,Garment District
6911492,Upper East Side
6909151,Upper West Side
6929272,Park Slope
6826847,West Harlem
7154565,Midtown East
6881306,NoMad
6854758,Upper East Side
6894147,Van Nest
6874529,New York University (NYU) 
6843087,Columbia University
6865493,Columbia University
6835947,Flatbush
6879050,Boerum Hill
6931356,Astoria
6828809,Upper West Side
7206366,Central Park
6940017,Prospect Heights
6877886,Prospect Heights
6880218,Financial District
6933141,Murray Hill
6878833,Theater District
7174178,Sunset Park
6942914,Upper East Side
6939209,Upper West Side
6895826,Columbia University
6921175,Financial District
6852303,East Harlem
6860824,Garment District
6895528,Upper East Side
6814978,Upper West Side
6824956,Hell's Kitchen
6880556,Murray Hill
6885874,Baruch College (CUNY)
7157449,Columbia University
6863738,Financial District
6860461,Hunter College 
6831602,Financial District
6943462,Central Park
6894131,West Harlem
7105826,Bedford-Stuyvesant
6856132,Midtown East
6890194,Hell's Kitchen
6891617,Murray Hill
6815333,Bushwick
6895169,Lower East Side
6852509,Weill Cornell Medical College
6866269,Pace University 
6858970,Garment District
6877154,Fordham Heights
6939329,Crown Heights
7226283,Upper West Side
6843905,NoHo
6882876,Cooper Union 
7126271,Bowery
6914576,Upper West Side
6912854,Fashion Institute of Technology (FIT) 
6905655,Murray Hill
6817970,Bushwick
6931632,Garment District
6868857,Hell's Kitchen
6925814,Theater District
7182492,East Harlem
6861646,Upper West Side
6856399,East Village
6864187,Upper East Side
6912730,Bedford-Stuyvesant
6882144,Gramercy Park
6932964,Cooper Union 
6936695,Midtown East
6838688,Murray Hill
6845332,Theater District
6841016,Upper East Side
6828859,Theater District
6888872,The New School 
7130739,Hell's Kitchen
6846589,Juilliard School 
6891672,Upper West Side
6871899,Koreatown
6826210,Hunter College 
7107603,Koreatown
6865947,Upper East Side
6872783,East Village
6900110,Inwood
6834260,Unionport
6907328,Midtown East
6856725,Juilliard School 
6884449,Juilliard School 
6872792,Civic Center
6876561,Central Harlem
6924364,Upper East Side
6861490,Chelsea
6839032,Lower East Side
7225728,Bedford-Stuyvesant
6833851,Hell's Kitchen
6871064,Hell's Kitchen
6888039,Financial District
7116415,Pace University 
6874293,East Village
6936927,John Jay College of Criminal Justice 
6922251,NoHo
7143537,Garment District
6881181,Theater District
7168212,Bushwick
6920734,Greenpoint
6934694,Upper West Side
6934104,East Village
7104035,Washington Heights
6946942,Greenwich Village
6885858,Midtown East
6839401,Midtown East
6846820,Whitestone
6843449,Weill Cornell Medical College
6845265,Hell's Kitchen
6924970,John Jay College of Criminal Justice 
6898499,Hell's Kitchen
6816878,Upper East Side
7093631,Upper East Side
6848532,Hunter College 
6906345,Upper East Side
6948028,Theater District
6901147,Long Island City
6892648,Lower East Side
6812301,Central Harlem
6812192,Midtown East
6883478,Upper West Side
7103215,Murray Hill
6823860,Columbia University
6946776,Kips Bay
6936769,West Village
6892338,Koreatown
6901949,Juilliard School 
6830380,Murray Hill
7163304,Upper East Side
6888302,Civic Center
6859999,Washington Heights
6880179,Pace University 
6840572,NoHo
6828569,Sunnyside
6883046,Upper West Side
6831537,Upper East Side
7103699,Stuyvesant Town - Peter Cooper Village
6880246,Carroll Gardens
6814546,Hell's Kitchen
6885860,East Harlem
6941494,Bergen Beach
7138073,East Village
6911340,Kips Bay
6838577,Kips Bay
6912948,Upper East Side
6931149,Central Harlem
6853069,East Village
7218044,NoMad
6906520,Central Harlem
6878399,Long Island City
6943374,Upper East Side
6866700,Bushwick
6861854,Flushing Meadows-Corona Park
6878587,Hunter College 
6875551,Columbia University
6868023,Kips Bay
6851665,Stuyvesant Town - Peter Cooper Village
6883407,Bedford-Stuyvesant
6946933,Washington Heights
6872629,Washington Heights
6895793,Juilliard School 
6822174,East Harlem
6889633,Hunter College 
6847536,Chelsea
7108741,West Village
6817598,Hunter College 
6912939,Upper East Side
6813541,Upper East Side
6881210,Financial District
6917371,Williamsburg
6946475,Hell's Kitchen
6886791,Gramercy Park
6913078,Cooper Union 
6887364,East Harlem
6909433,Upper East Side
6857847,Hell's Kitchen
6828115,Inwood
6907623,Murray Hill
6894300,Chelsea
6857401,Tribeca
6888067,Financial District
6845903,East Village
7089822,East Harlem
6880714,Greenpoint
6881394,Kensington
6831965,Columbia University
6936602,Battery Park City
6883305,Juilliard School 
6845539,Boerum Hill
6948029,Upper East Side
6867926,Randalls-Wards Island
6883200,East Harlem
6862609,Financial District
6860074,Koreatown
6818928,Central Park
6865765,Theater District
6928856,Hunter College 
6928192,Pace University 
6849454,Columbia University
6857741,Theater District
6887008,John Jay College of Criminal Justice 
6927184,Upper West Side
6864925,Midtown East
6896978,East Harlem
7160379,Central Park
6874253,Gramercy Park
6923910,Williamsburg
6913178,John Jay College of Criminal Justice 
6847952,Upper East Side
6948238,Bowery
7129153,Midtown East
6917057,Pace University 
6827916,Pace University 
6883207,Financial District
7231020,John Jay College of Criminal Justice 
6853029,Sunnyside
6871772,Upper West Side
6834046,Upper East Side
6835332,Washington Heights
7229319,Baruch College (CUNY)
6909668,West Village
6900279,Kips Bay
6839316,Juilliard School 
6848218,Midtown East
6817040,Financial District
7175907,Kips Bay
6933018,Kew Gardens
6976697,Central Harlem
6869516,Boerum Hill
6935773,Weill Cornell Medical College
6892952,Murray Hill
6905365,Midtown East
6812122,NoLita
6827913,East Harlem
6910951,Hunter College 
6858449,Upper East Side
6814689,Columbia University
6827145,Garment District
6823590,Midtown East
6882158,Weill Cornell Medical College
6854673,West Village
6942848,Midtown East
6812513,Hell's Kitchen
7231530,East Harlem
6824800,Washington Heights
6813268,West Harlem
6927093,Brighton Beach
6892816,Chelsea
6901023,Midtown East
7216591,Upper East Side
7138801,Upper East Side
7104594,Pace University 
7130649,East Village
7102911,Midtown East
7154617,Cooper Union 
7107262,Stuyvesant Town - Peter Cooper Village
7155290,Hell's Kitchen
7150052,Financial District
7219096,Crown Heights
7107906,Theater District
7173762,Garment District
7100966,Murray Hill
7143739,The New School 
7130201,West Harlem
7131724,Midtown East
7130136,West Harlem
7089438,Midtown East
7180126,Koreatown
7170973,East Village
7174515,Weill Cornell Medical College
7088441,Weill Cornell Medical College
7093180,Long Island City
7088738,Upper East Side
7095989,Ridgewood
7162891,Upper East Side
7121241,Central Park
7214366,Upper East Side
7147933,Astoria
7227026,Upper West Side
7225855,Flatbush
7092990,East Village
7227867,Central Harlem
7106337,Murray Hill
7214080,Windsor Terrace
7198571,Williamsburg
7187257,Weill Cornell Medical College
7123366,Little Italy
7093250,Financial District
7193312,Prospect Park
7112420,Juilliard School 
7161486,Columbia University
7180182,Flatiron District
7225884,Columbia University
7158584,Brooklyn Heights
7147138,Chelsea
7186046,Upper East Side
7213816,East Harlem
7231288,Hunter College 
7092448,East Harlem
7189580,NoLita
7192326,Juilliard School 
7133566,Weill Cornell Medical College
7167637,Chelsea
7201185,East Village
7189893,Murray Hill
7157953,Upper East Side
7117115,Pace University 
7190764,John Jay College of Criminal Justice 
7097085,Central Harlem
7221535,Central Park
7216490,Upper East Side
7200506,Theater District
7124091,Stuyvesant Town - Peter Cooper Village
7089880,Upper East Side
7151115,Upper East Side
7184822,Pace University 
7159012,Hell's Kitchen
7173165,Financial District
7220147,Theater District
7126897,Murray Hill
7154664,Upper East Side
7191258,East Village
7232367,Forest Hills
7169713,Battery Park City
7162366,Hell's Kitchen
7107866,Upper East Side
7229116,Upper West Side
7114721,Hell's Kitchen
7137007,Garment District
7221002,Greenwich Village
7148249,Hell's Kitchen
7206761,Upper East Side
7215785,Sunnyside
7181076,Washington Heights
7196617,Koreatown
7211575,Chelsea
7189683,Hell's Kitchen
7171705,Hunter College 
7166514,John Jay College of Criminal Justice 
7142402,Tribeca
7196186,Juilliard School 
7229066,Columbia University
7111649,Midwood
7112452,Stuyvesant Town - Peter Cooper Village
7169975,Flatiron District
7111268,Central Harlem
7113746,The New School 
7190429,Midtown East
7210503,Bedford-Stuyvesant
7163867,Mapleton
7094144,Pace University 
7177022,Long Island City
7178739,Bowery
7189950,Marble Hill
7128231,Prospect Heights
7088585,Upper West Side
7220603,Washington Heights
7194787,Fashion Institute of Technology (FIT) 
7148597,Financial District
7171151,Koreatown
7135382,Roosevelt Island
7150932,Kew Gardens Hills
7176957,Allerton
7117446,Theater District
7234377,Upper East Side
7145452,West Harlem
7166578,Hunter College 
7206515,Lower East Side
7207000,Juilliard School 
7216016,Brighton Beach
7161982,Hell's Kitchen
7175329,Garment District
7196053,East Village
7150579,Long Island City
7099532,Garment District
7233273,Columbia University
7122226,Greenwich Village
7149936,West Village
7171940,Hunter College 
7203961,Juilliard School 
7228862,Upper East Side
7158826,Upper East Side
7090705,Upper East Side
7186697,Williamsburg
7099574,East Village
7228474,Upper East Side
7224051,Theater District
7210107,Upper East Side
7211878,Theater District
7137819,West Village
7221423,Garment District
7142827,Clinton Hill
7161934,Theater District
7134848,Juilliard School 
7138198,Flatiron District
7197189,Forest Hills
7123255,Chelsea
7207214,Greenwich Village
7152982,Greenwich Village
7195633,Upper East Side
7213150,Long Island City
7177303,Downtown Brooklyn
7142343,Murray Hill
7102577,Tribeca
7112052,Upper West Side
7159175,Murray Hill
7226869,Pace University 
7103577,Juilliard School 
7124290,Tribeca
7208044,Juilliard School 
7140780,Murray Hill
7137365,Hell's Kitchen
7171273,Central Park
7158841,East Harlem
7228614,Greenwich Village
7127529,Hell's Kitchen
7093552,Hell's Kitchen
7182040,Kips Bay
7106347,Greenwich Village
7115375,Hell's Kitchen
7200049,Kips Bay
7104637,Juilliard School 
7106533,Little Italy
7154580,Weill Cornell Medical College
7232917,Battery Park City
7192806,Columbia University
7155158,Financial District
7123082,Astoria
7112539,Murray Hill
7163961,Two Bridges
7150596,Weill Cornell Medical College
7103364,Garment District
7169547,Bushwick
7212545,Theater District
7112395,Garment District
7150473,Clinton Hill
7150595,Central Park
7095353,Clinton Hill
7169781,West Harlem
7091294,Financial District
7146494,Cooper Union 
7193228,Upper East Side
7186441,East Village
7118542,Midtown East
7219382,Murray Hill
7097221,Crown Heights
7101430,Upper East Side
7154174,Murray Hill
7142773,Hell's Kitchen
7149102,West Village
7137245,Upper West Side
7162833,Upper West Side
7169787,Cooper Union 
7138018,Theater District
7210869,Midtown East
7154956,Theater District
7174534,NoLita
7198063,Financial District
7129155,West Harlem
7115761,SoHo
7131405,The New School 
7168699,Hell's Kitchen
7134678,Financial District
7177662,Flatiron District
7093090,Greenwich Village
7129576,Upper West Side
7091023,Greenwich Village
7170294,Woodlawn Heights
7205837,Weill Cornell Medical College
7198085,NoLita
7148854,Midwood
7096192,East Harlem
7099028,West Village
7157259,The New School 
7118768,East Harlem
7089625,Juilliard School 
7142662,Financial District
7150074,Ridgewood
7102761,Hell's Kitchen
7170628,Upper West Side
7143587,Allerton
7153593,West Harlem
7135662,John Jay College of Criminal Justice 
7156298,East Village
7216407,Upper East Side
7106064,NoLita
7092096,Murray Hill
7169461,Columbia University
7130570,Chelsea
7129331,Upper West Side
7116134,DUMBO
7225869,Gramercy Park
7160882,Central Harlem
7131632,Murray Hill
7151179,Columbia University
7172547,Kips Bay
7234137,Juilliard School 
7101670,Murray Hill
7136527,Kips Bay
7091928,Midtown East
7218794,Sunnyside
7116057,West Harlem
7103467,Upper East Side
7113703,New York University (NYU) 
7119917,Theater District
7234345,Upper West Side
7209587,Tribeca
7101777,NoHo
7160197,Financial District
7197209,Stuyvesant Town - Peter Cooper Village
7126801,Hell's Kitchen
7148296,Washington Heights
7179685,Upper East Side
7155804,Upper East Side
7173696,Juilliard School 
7193206,Brooklyn Heights
7209403,Koreatown
7169084,Financial District
7138472,Bowery
7099168,Upper East Side
7099372,Garment District
7192874,Lower East Side
7136634,Hunter College 
7105391,Theater District
7289103,Prospect Park
7192558,Stuyvesant Town - Peter Cooper Village
7136368,Financial District
7217638,Koreatown
7106089,Tribeca
7159276,Gramercy Park
7101099,Midtown East
7141095,John Jay College of Criminal Justice 
7232428,Midtown East
7233121,Financial District
7167231,Murray Hill
7113717,Hell's Kitchen
7216912,Greenwich Village
7185525,Juilliard School 
7139235,NoMad
7090280,Stuyvesant Town - Peter Cooper Village
7095936,Murray Hill
7167379,South Jamaica
7150721,Upper West Side
7136853,East Village
7102454,Columbia University
7114083,Upper East Side
7159069,Gramercy Park
7138682,Central Park
7224765,Juilliard School 
7110119,Upper East Side
7092812,Murray Hill
7151616,Upper West Side
7093169,Pace University 
7194818,Garment District
7167429,Columbia University
7089370,Weill Cornell Medical College
7227544,East Village
7160547,NoHo
7144609,Columbia University
7215287,Stuyvesant Town - Peter Cooper Village
7115656,Hell's Kitchen
7135031,Koreatown
7194511,NoMad
7232639,Juilliard School 
7118056,Murray Hill
7218438,Astoria
7092450,Upper East Side
7126691,Flatbush
7110888,Stuyvesant Town - Peter Cooper Village
7121562,Columbia University
7109564,East Village
7127669,Financial District
7138310,East Harlem
7164328,Juilliard School 
7110183,Upper West Side
7217236,Pace University 
7092131,John Jay College of Criminal Justice 
7191221,Williamsburg
7160912,Southern Brooklyn
7198470,NoMad
7133049,Financial District
7132219,Hell's Kitchen
7147604,Prospect Heights
7190130,Central Harlem
7170490,Richmond Hill
7095454,Upper East Side
7232481,Financial District
7106150,Chelsea
7171049,Upper East Side
7213787,Long Island City
7112702,Upper East Side
7168060,Columbia University
7094295,Brighton Beach
7160076,Columbia University
7173312,Bowery
7188273,Hell's Kitchen
7167712,Upper East Side
7194366,Upper East Side
7175350,Theater District
7171801,Kips Bay
7206489,Greenpoint
7219393,Koreatown
7231483,Greenwich Village
7175994,Garment District
7209192,John Jay College of Criminal Justice 
7093803,Central Harlem
7222785,Upper East Side
7231267,Greenwich Village
7231450,New York University (NYU) 
7138013,Midtown East
7170209,Baruch College (CUNY)
7227031,Kips Bay
7207828,John Jay College of Criminal Justice 
7204130,Clinton Hill
7112303,Koreatown
7130565,East Village
7088516,West Village
7206594,Upper East Side
7141322,Murray Hill
7223616,Upper East Side
7110576,Upper West Side
7195440,Kips Bay
7177401,Kips Bay
7170643,Financial District
7102708,Upper East Side
7202822,Inwood
7172987,John Jay College of Criminal Justice 
7096801,Weill Cornell Medical College
7090094,Hell's Kitchen
7158564,East Village
7110298,Bowery
7197449,Flatiron District
7151713,Financial District
7121574,Juilliard School 
7097593,Upper East Side
7225587,Inwood
7096217,Greenwich Village
7126283,Little Italy
7104922,Upper East Side
7142372,East Village
7154166,Central Park
7141942,Upper East Side
7123487,Hell's Kitchen
7114370,Greenwich Village
7201786,Upper East Side
7175655,John Jay College of Criminal Justice 
7100430,New York University (NYU) 
7226696,Upper East Side
7211664,John Jay College of Criminal Justice 
7212430,Ocean Hill
7192405,Cooper Union 
7113085,Hell's Kitchen
7181073,Clinton Hill
7232676,Garment District
7089790,Astoria
7103353,Washington Heights
7177067,Midtown East
7174224,Bushwick
7222295,Columbia University
7180680,Astoria
7205022,Murray Hill
7133197,Fort Greene
7158858,Koreatown
7154473,Hunter College 
7155575,West Harlem
7142238,Stuyvesant Town - Peter Cooper Village
7211870,Brooklyn Heights
7128917,Crown Heights
7160418,Theater District
7093798,Hell's Kitchen
7516799,Upper East Side
7167734,Murray Hill
7178051,Pace University 
7107478,Hunter College 
7206666,Gramercy Park
7208015,Upper East Side
7127678,Central Harlem
7205622,Williamsburg
7201999,Hell's Kitchen
7231774,Theater District
7151324,Williamsburg
7200470,Midtown East
7167084,Boerum Hill
7182222,Midtown East
7149000,Theater District
7098873,DUMBO
7115968,Chelsea
7206348,The Waterfront
7094465,Financial District
7181214,Carroll Gardens
7112475,John Jay College of Criminal Justice 
7121542,Upper West Side
7199258,Upper East Side
7200704,Financial District
7147023,NoMad
7180729,Theater District
7105531,Upper West Side
7194477,Baruch College (CUNY)
7224631,NYU Tandon School of Engineering 
7098811,Koreatown
7195001,East Harlem
7151465,Washington Heights
7228406,NoLita
7140875,Crown Heights
7204205,Garment District
7139921,Central Park
7222897,Garment District
7153554,Juilliard School 
7194327,Koreatown
7141466,Upper East Side
7152645,John Jay College of Criminal Justice 
7228285,Hunter College 
7145446,Prospect Heights
7179746,Kew Gardens Hills
7162271,Central Park
7151245,Windsor Terrace
7160103,Garment District
7131952,Upper East Side
7130863,Kips Bay
7140553,Greenwich Village
7175627,Kips Bay
7211919,Long Island City
7122845,Washington Heights
7124891,SoHo
7148301,NoMad
7173267,Upper East Side
7092884,Upper East Side
7133086,Upper East Side
7153506,Financial District
7176558,Juilliard School 
7182046,Hell's Kitchen
7180533,Central Park
7177233,Hunter College 
7135722,Washington Heights
7229968,Hunter College 
7098208,Upper East Side
7115080,Upper West Side
7093994,Long Island City
7219503,Boerum Hill
7148476,Hell's Kitchen
7218606,Columbia University
7135005,Astoria
7177492,Upper East Side
7091684,Hell's Kitchen
7216824,Weill Cornell Medical College
7204644,Theater District
7196864,Baruch College (CUNY)
7218369,Tribeca
7133548,East Harlem
7200517,Greenwich Village
7231385,Upper West Side
7164372,Midtown East
7125256,Hell's Kitchen
7179500,Columbia University
7131067,Midtown East
7174238,Crown Heights
7205075,John Jay College of Criminal Justice 
7208076,Theater District
7129170,Upper East Side
7169990,Upper East Side
7124428,Central Park
7099619,Financial District
7190600,Pace University 
7219170,Weill Cornell Medical College
7172105,Upper East Side
7163314,Williamsburg
7167067,Koreatown
7089203,Weill Cornell Medical College
7158658,Financial District
7103084,Garment District
7124837,Downtown Brooklyn
7114428,East Village
7102033,John Jay College of Criminal Justice 
7101319,Chelsea
7202961,Financial District
7224963,NoMad
7216347,Koreatown
7167998,West Village
7222887,NoMad
7151479,East Village
7185982,Midtown East
7105446,Bowery
7185078,John Jay College of Criminal Justice 
7094774,Flushing
7201569,Kips Bay
7091192,West Harlem
7110144,Jackson Heights
7224264,Central Park
7168659,Long Island City
7163469,Kew Gardens Hills
7111721,Brooklyn Heights
7104535,Tribeca
7157060,Upper East Side
7195872,Stuyvesant Town - Peter Cooper Village
7122504,East Harlem
7138040,Upper East Side
7145845,Park Slope
7124247,DUMBO
7096094,Lower East Side
7149786,Park Slope
7231758,Central Park
7190455,Theater District
7124264,Financial District
7161910,Theater District
7131774,Hunter College 
7160190,Murray Hill
7101523,Upper East Side
7146979,Williamsburg
7153132,Forest Hills
7092193,Upper East Side
7097863,Midtown East
7114477,Bedford-Stuyvesant
7228936,Greenwich Village
7176117,Upper East Side
7228231,Boerum Hill
7097963,Weill Cornell Medical College
7159759,Central Park
7162824,Hell's Kitchen
7116018,DUMBO
7101960,Upper East Side
7169745,Upper West Side
7105752,Greenwich Village
7163390,Juilliard School 
7214693,Theater District
7168567,Upper West Side
7165023,Midtown East
7112929,Upper East Side
7096106,Garment District
7088099,Financial District
7116371,Central Harlem
7196751,Williamsburg
7177116,Garment District
7165345,NoHo
7101290,Hunter College 
7207700,Central Harlem
7199008,Central Park
7121127,Washington Heights
7125414,Midtown East
7221677,Williamsburg
7220877,Upper East Side
7131540,Upper East Side
7127034,Bushwick
7100290,Columbia University
7103080,Upper West Side
7201408,Pace University 
7158990,Upper West Side
7117726,Flatbush
7170765,Financial District
7180656,Weill Cornell Medical College
7231315,Brooklyn Heights
7091446,Fashion Institute of Technology (FIT) 
7104013,West Harlem
7134452,Hell's Kitchen
7172912,Long Island City
7145478,Murray Hill
7128550,Chelsea
7172320,Little Italy
7100846,SoHo
7181624,Midtown East
7224142,Hunter College 
7179093,Williamsburg
7186266,Baruch College (CUNY)
7731327,Murray Hill
7194582,Rego Park
7137312,Midtown East
7106175,Kips Bay
7156381,Central Harlem
7226518,Cooper Union 
7111470,Lower East Side
7191401,Central Harlem
7134847,Murray Hill
7195826,John Jay College of Criminal Justice 
7180201,Weill Cornell Medical College
7126258,Bedford-Stuyvesant
7182995,Midtown East
7202423,Weill Cornell Medical College
7209882,Upper East Side
7229454,Hell's Kitchen
7142461,New York University (NYU) 
7089153,Upper East Side
7159955,Murray Hill
7196114,Park Slope
7205698,Downtown Brooklyn
7171763,Pace University 
7154980,Hell's Kitchen
7103909,Columbia University
7185745,Upper East Side
7114319,Tribeca
7155109,Stuyvesant Town - Peter Cooper Village
7176872,Upper West Side
7092399,Hell's Kitchen
7128097,Murray Hill
7214933,Central Harlem
7135047,Flatiron District
7203050,Upper East Side
7116102,East Village
7181246,Pace University 
7092668,NoLita
7092622,Gramercy Park
7151775,Glen Oaks
7175842,Kips Bay
7202040,Chelsea
7120459,Weill Cornell Medical College
7091390,Financial District
7215142,Washington Heights
7102712,Theater District
7184814,Long Island City
7110678,Upper East Side
7101781,Garment District
7090772,Weill Cornell Medical College
7201701,Upper East Side
7138245,Upper East Side
7099031,Upper East Side
7201526,Williamsburg
7218924,Weill Cornell Medical College
7131283,Upper East Side
7123314,Koreatown
7116932,Upper East Side
7129352,West Village
7199151,Kingsbridge
7176929,Clinton Hill
7153940,Midtown East
7131617,Rego Park
7197335,West Village
7220541,Cooper Union 
7157152,Hell's Kitchen
7148444,Long Island City
7192952,Crown Heights
7230189,Baruch College (CUNY)
7173006,Weill Cornell Medical College
7092359,Crown Heights
7132438,Chelsea
7108107,Lower East Side
7173029,Lower East Side
7133788,Columbia University
7173935,Crown Heights
7175952,East Village
7155079,Columbia University
7171511,Murray Hill
7151083,Juilliard School 
7144711,Upper East Side
7221698,Greenpoint
7167744,Upper West Side
7132372,Hell's Kitchen
7103159,Upper East Side
7176691,Weill Cornell Medical College
7142708,Hell's Kitchen
7141923,Bushwick
7213183,Upper East Side
7156511,Upper East Side
7204345,Murray Hill
7159055,Midtown East
7215566,Greenwich Village
7147047,Cooper Union 
7105766,Williamsburg
7192839,Upper East Side
7096146,Baruch College (CUNY)
7225410,Murray Hill
7131079,Greenwich Village
7231470,Theater District
7218464,Stuyvesant Town - Peter Cooper Village
7184628,Murray Hill
7089760,Kips Bay
7229403,West Village
7147325,Tribeca
7143070,Upper East Side
7172891,Juilliard School 
7108570,John Jay College of Criminal Justice 
7092903,Financial District
7156581,Inwood
7200928,Pace University 
7216314,Flatiron District
7132864,Financial District
7171945,Upper East Side
7169173,Hell's Kitchen
7193723,East Village
7208613,Upper West Side
7192499,Boerum Hill
7218680,Astoria
7134456,Tribeca
7104503,Crown Heights
7135284,Upper West Side
7137400,Murray Hill
7102176,Tribeca
7138994,Baruch College (CUNY)
7163565,Upper West Side
7132732,Financial District
7116021,Upper West Side
7148083,Astoria
7195262,Weill Cornell Medical College
7216730,Midtown East
7171847,Juilliard School 
7096451,Upper East Side
7194112,Astoria
7127211,Weill Cornell Medical College
7200695,Roosevelt Island
7222777,Boerum Hill
7168270,East Village
7173341,East Harlem
7103330,Williamsburg
7171334,Upper East Side
7096188,Long Island City
7210339,East Harlem
7199986,Washington Heights
7138610,Long Island City
7157434,Murray Hill
7190797,Washington Heights
7171187,Chelsea
7112132,New York University (NYU) 
7189366,East Harlem
7110526,Midtown East
7180631,Long Island City
7158521,Upper East Side
7171255,Upper East Side
7130689,Upper West Side
7216062,Upper East Side
7177354,Flatbush
7140121,Roosevelt Island
7124012,Bowery
7095821,West Harlem
7136679,Bay Ridge
7096868,Koreatown
7125548,Upper West Side
7128526,Kips Bay
7168405,Gramercy Park
7191415,Hell's Kitchen
7129276,The New School 
7154560,Morris Heights
7134989,Williamsburg
7120705,Upper East Side
7194014,DUMBO
7195460,Murray Hill
7113852,Midtown East
7105023,Murray Hill
7110489,Financial District
7162559,Upper East Side
7226001,Midtown East
7203346,Theater District
7092661,Murray Hill
7193003,Stuyvesant Town - Peter Cooper Village
7226962,Lower East Side
7099405,Pace University 
7132512,Murray Hill
7092137,Kips Bay
7157893,NoHo
7231716,Cooper Union 
7138807,Central Park
7174079,Ocean Hill
7161342,New York University (NYU) 
7092300,East Village
7137567,East Village
7135628,Upper West Side
7102918,Midtown East
7224804,Hunter College 
7136827,East Village
7126329,Bushwick
7145094,Murray Hill
7161922,Columbia University
7118287,Hell's Kitchen
7215524,Upper West Side
7172034,Murray Hill
7092364,Greenwich Village
7100922,Columbia University
7090426,Hell's Kitchen
7186718,Long Island City
7185558,John Jay College of Criminal Justice 
7118042,John Jay College of Criminal Justice 
7194124,Pace University 
7181209,Murray Hill
7116449,Pace University 
7191394,Murray Hill
7177227,Financial District
7087747,Williamsburg
7179833,John Jay College of Criminal Justice 
7110275,Upper East Side
7101567,Upper West Side
7204924,Midtown East
7122683,Hunter College 
7179017,Crown Heights
7109048,Forest Hills
7197379,Midtown East
7106320,Bedford-Stuyvesant
7161188,Theater District
7125134,West Harlem
7095442,Upper East Side
7092181,Greenwich Village
7162307,Carroll Gardens
7100383,East Village
7099887,Tribeca
7116981,Greenpoint
7157623,Hunter College 
7170356,Cooper Union 
7113997,Williamsburg
7170110,Upper East Side
7124463,Central Harlem
7211473,NoMad
7144636,Midtown East
7133100,Upper East Side
7132430,Upper East Side
7096579,Baruch College (CUNY)
7089241,Long Island City
7107829,New York University (NYU) 
7206690,Kips Bay
7098227,SoHo
7223015,Astoria
7175423,Upper East Side
7172122,Murray Hill
7168685,Upper West Side
7181123,Fordham Manor
7145620,Baruch College (CUNY)
7148140,DUMBO
7175797,East Village
7143257,Pace University 
7194276,Garment District
7128969,Murray Hill
7186108,John Jay College of Criminal Justice 
7103707,Theater District
7181068,Columbia University
7098603,West Harlem
7177165,Weill Cornell Medical College
7148585,Forest Hills
7233078,Midtown East
7216951,Bowery
7224038,Baruch College (CUNY)
7104238,Chelsea
7191996,Bowery
7195951,Crown Heights
7171321,East Harlem
7129079,Weill Cornell Medical College
7105465,Upper East Side
7181990,East Village
7092062,Midtown East
7224180,Murray Hill
7221240,Gramercy Park
7125983,West Harlem
7147428,Juilliard School 
7212379,Civic Center
7114726,Fashion Institute of Technology (FIT) 
